trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.99, 'e': 4.9024909672385375}",20,0,-118.83524181514339,"{0: 7, 1: 7, 2: 5, 3: 0, 4: 1}",0
370,False,"{'a': 0.99, 'e': 4.853466057566152}",30,0,-154.6559504275084,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
371,False,"{'a': 0.99, 'e': 4.80493139699049}",20,2,-114.66279919773858,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 2}",1
372,False,"{'a': 0.99, 'e': 4.756882083020585}",20,0,-168.49217503453988,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
373,False,"{'a': 0.99, 'e': 4.7093132621903795}",25,0,-120.61766113966985,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
374,False,"{'a': 0.99, 'e': 4.6622201295684755}",25,0,-122.68217683997533,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
375,False,"{'a': 0.99, 'e': 4.61559792827279}",30,0,-21.64656832794948,"{0: 23, 1: 5, 2: 2, 3: 0, 4: 0}",0
376,False,"{'a': 0.99, 'e': 4.569441948990063}",20,0,-144.86035331906834,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
377,False,"{'a': 0.99, 'e': 4.523747529500162}",30,18,-8.24263363906634,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.99, 'e': 4.47851005420516}",30,0,-156.55221035931208,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
379,False,"{'a': 0.99, 'e': 4.433724953663109}",20,0,-196.99973548735056,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
380,False,"{'a': 0.99, 'e': 4.389387704126478}",30,0,-162.95085384436226,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
381,False,"{'a': 0.99, 'e': 4.345493827085213}",20,0,-105.59404949356774,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
382,False,"{'a': 0.99, 'e': 4.302038888814361}",20,0,-131.91458213403317,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
383,False,"{'a': 0.99, 'e': 4.259018499926218}",25,0,-234.62308277950913,"{0: 13, 1: 0, 2: 7, 3: 1, 4: 4}",0
384,False,"{'a': 0.99, 'e': 4.216428314926956}",20,5,-70.97673832118647,"{0: 6, 1: 3, 2: 5, 3: 1, 4: 0}",1
385,False,"{'a': 0.99, 'e': 4.174264031777686}",25,0,-123.29753048495161,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
386,False,"{'a': 0.99, 'e': 4.1325213914599095}",30,0,-89.14445321478242,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
387,False,"{'a': 0.99, 'e': 4.09119617754531}",20,0,-60.51421166536026,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
388,False,"{'a': 0.99, 'e': 4.050284215769857}",25,0,-142.7166635509796,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
389,False,"{'a': 0.99, 'e': 4.009781373612158}",25,0,-120.325484114943,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
390,False,"{'a': 0.99, 'e': 3.969683559876037}",20,0,-163.26294445294945,"{0: 6, 1: 7, 2: 5, 3: 0, 4: 2}",0
391,False,"{'a': 0.99, 'e': 3.9299867242772764}",30,0,-133.08667516650988,"{0: 22, 1: 4, 2: 1, 3: 0, 4: 3}",0
392,False,"{'a': 0.99, 'e': 3.8906868570345035}",20,0,-133.63311044643766,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
393,False,"{'a': 0.99, 'e': 3.8517799884641586}",20,0,-83.57814730379218,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
394,False,"{'a': 0.99, 'e': 3.813262188579517}",30,0,-238.16188950951772,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 5}",0
395,False,"{'a': 0.99, 'e': 3.7751295666937215}",30,0,-243.57996221481736,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 4}",0
396,False,"{'a': 0.99, 'e': 3.737378271026784}",30,0,-184.48644043806434,"{0: 16, 1: 5, 2: 5, 3: 2, 4: 2}",0
397,False,"{'a': 0.99, 'e': 3.7000044883165164}",20,0,-30.88495615537375,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
398,False,"{'a': 0.99, 'e': 3.6630044434333513}",25,0,-200.68975036022852,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
399,False,"{'a': 0.99, 'e': 3.6263743989990176}",25,0,-161.09173124594935,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
400,False,"{'a': 0.99, 'e': 3.5901106550090276}",35,14,-134.39010021666454,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 2}",1
401,False,"{'a': 0.99, 'e': 3.554209548458937}",30,0,-191.94242658496438,"{0: 15, 1: 6, 2: 6, 3: 0, 4: 3}",0
402,False,"{'a': 0.99, 'e': 3.5186674529743476}",20,4,-84.73249825766743,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 2}",1
403,False,"{'a': 0.99, 'e': 3.483480778444604}",20,12,-81.9179840879875,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 2}",1
404,False,"{'a': 0.99, 'e': 3.448645970660158}",25,0,-72.4796306379597,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
405,False,"{'a': 0.99, 'e': 3.4141595109535565}",25,0,-145.14823949781612,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
406,False,"{'a': 0.99, 'e': 3.380017915844021}",20,0,-112.27277245703246,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
407,False,"{'a': 0.99, 'e': 3.3462177366855808}",30,3,-64.76390553817645,"{0: 16, 1: 5, 2: 6, 3: 0, 4: 0}",1
408,False,"{'a': 0.99, 'e': 3.312755559318725}",30,0,-154.7862067607052,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
409,False,"{'a': 0.99, 'e': 3.2796280037255374}",25,0,-143.0257501223346,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
410,False,"{'a': 0.99, 'e': 3.246831723688282}",20,0,-84.63874317256129,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
411,False,"{'a': 0.99, 'e': 3.2143634064513993}",20,0,-176.94326992971475,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
412,False,"{'a': 0.99, 'e': 3.1822197723868855}",20,0,-97.16020191190196,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
413,False,"{'a': 0.99, 'e': 3.1503975746630166}",30,15,-14.778064397112441,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
414,False,"{'a': 0.99, 'e': 3.1188935989163866}",20,0,-92.10651344368438,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
415,False,"{'a': 0.99, 'e': 3.087704662927223}",30,0,-147.75375947025256,"{0: 15, 1: 7, 2: 6, 3: 1, 4: 1}",0
416,False,"{'a': 0.99, 'e': 3.0568276162979506}",25,0,-48.099347553057385,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
417,False,"{'a': 0.99, 'e': 3.026259340134971}",25,0,-198.17863467577618,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
418,False,"{'a': 0.99, 'e': 2.995996746733621}",20,0,-184.5114811606222,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
419,False,"{'a': 0.99, 'e': 2.9660367792662847}",20,0,-115.03140081277947,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
420,False,"{'a': 0.99, 'e': 2.936376411473622}",35,0,-35.57264336178535,"{0: 29, 1: 4, 2: 1, 3: 0, 4: 1}",0
421,False,"{'a': 0.99, 'e': 2.9070126473588855}",25,0,-167.4681314776252,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
422,False,"{'a': 0.99, 'e': 2.8779425208852967}",25,0,-133.84160299963386,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
423,False,"{'a': 0.99, 'e': 2.8491630956764435}",30,0,-170.03517493710078,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
424,False,"{'a': 0.99, 'e': 2.820671464719679}",20,0,-152.11481515856906,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
425,False,"{'a': 0.99, 'e': 2.792464750072482}",25,14,-0.7557319604880852,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.99, 'e': 2.7645401025717575}",20,0,-100.40066725660317,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
427,False,"{'a': 0.99, 'e': 2.73689470154604}",25,0,-57.69124547239596,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
428,False,"{'a': 0.99, 'e': 2.7095257545305795}",20,0,-84.88898388295326,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
429,False,"{'a': 0.99, 'e': 2.682430496985274}",25,0,-137.85573649870216,"{0: 9, 1: 5, 2: 10, 3: 1, 4: 0}",0
430,False,"{'a': 0.99, 'e': 2.655606192015421}",30,0,-226.88914935831522,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
431,False,"{'a': 0.99, 'e': 2.629050130095267}",30,0,-104.54005037932893,"{0: 20, 1: 6, 2: 2, 3: 0, 4: 2}",0
432,False,"{'a': 0.99, 'e': 2.602759628794314}",20,0,-103.15732131662455,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
433,False,"{'a': 0.99, 'e': 2.576732032506371}",20,0,-25.024333426784196,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
434,False,"{'a': 0.99, 'e': 2.5509647121813073}",20,0,-190.40269770023426,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
435,False,"{'a': 0.99, 'e': 2.5254550650594942}",25,0,-133.4375946445088,"{0: 14, 1: 6, 2: 2, 3: 1, 4: 2}",0
436,False,"{'a': 0.99, 'e': 2.5002005144088995}",25,0,-44.24303027692136,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
437,False,"{'a': 0.99, 'e': 2.4751985092648106}",20,0,-22.669074892993585,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
438,False,"{'a': 0.99, 'e': 2.4504465241721625}",30,0,-70.17238642190695,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
439,False,"{'a': 0.99, 'e': 2.425942058930441}",30,2,-114.47324397957053,"{0: 20, 1: 0, 2: 6, 3: 0, 4: 2}",1
440,False,"{'a': 0.99, 'e': 2.4016826383411365}",20,0,-278.45725125479146,"{0: 7, 1: 2, 2: 4, 3: 2, 4: 5}",0
441,False,"{'a': 0.99, 'e': 2.377665811957725}",25,0,-83.79878687135313,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
442,False,"{'a': 0.99, 'e': 2.3538891538381477}",25,0,-158.37393096097878,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
443,False,"{'a': 0.99, 'e': 2.330350262299766}",25,0,-217.99961386371504,"{0: 10, 1: 2, 2: 8, 3: 3, 4: 2}",0
444,False,"{'a': 0.99, 'e': 2.3070467596767683}",20,0,-74.61605662303685,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
445,False,"{'a': 0.99, 'e': 2.2839762920800006}",25,14,-20.711148473785403,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
446,False,"{'a': 0.99, 'e': 2.2611365291592005}",30,5,-87.61028469524285,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",1
447,False,"{'a': 0.99, 'e': 2.2385251638676085}",35,2,-134.19499611099928,"{0: 23, 1: 6, 2: 1, 3: 0, 4: 3}",1
448,False,"{'a': 0.99, 'e': 2.2161399122289325}",20,0,-89.47585698967794,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
449,False,"{'a': 0.99, 'e': 2.193978513106643}",20,0,-127.65529074801985,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
450,False,"{'a': 0.99, 'e': 2.1720387279755764}",30,0,-201.76026602773626,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
451,False,"{'a': 0.99, 'e': 2.1503183406958204}",25,0,-193.3595098231592,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
452,False,"{'a': 0.99, 'e': 2.1288151572888623}",30,0,-85.05263227915368,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
453,False,"{'a': 0.99, 'e': 2.1075270057159736}",20,12,-86.60254985526623,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 2}",1
454,False,"{'a': 0.99, 'e': 2.0864517356588137}",20,0,-116.26634579719267,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
455,False,"{'a': 0.99, 'e': 2.0655872183022255}",30,0,-147.3715091363968,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
456,False,"{'a': 0.99, 'e': 2.044931346119203}",20,0,-93.60841895344741,"{0: 9, 1: 1, 2: 10, 3: 0, 4: 0}",0
457,False,"{'a': 0.99, 'e': 2.0244820326580113}",25,0,-89.75879310519653,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
458,False,"{'a': 0.99, 'e': 2.0042372123314314}",20,2,-60.783820268005066,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
459,False,"{'a': 0.99, 'e': 1.984194840208117}",20,0,-54.509830342042285,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
460,False,"{'a': 0.99, 'e': 1.964352891806036}",20,0,-57.3172205665322,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 0}",0
461,False,"{'a': 0.99, 'e': 1.9447093628879757}",25,0,-118.93384557122818,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
462,False,"{'a': 0.99, 'e': 1.925262269259096}",30,0,-211.6010490332489,"{0: 15, 1: 3, 2: 9, 3: 0, 4: 3}",0
463,False,"{'a': 0.99, 'e': 1.906009646566505}",25,0,-43.661143867614946,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
464,False,"{'a': 0.99, 'e': 1.88694955010084}",25,0,-125.81882519194392,"{0: 16, 1: 4, 2: 1, 3: 2, 4: 2}",0
465,False,"{'a': 0.99, 'e': 1.8680800545998315}",30,0,-150.13521788087482,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
466,False,"{'a': 0.99, 'e': 1.849399254053833}",25,0,-98.43979563782437,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
467,False,"{'a': 0.99, 'e': 1.8309052615132948}",30,10,-37.222321794831004,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
468,False,"{'a': 0.99, 'e': 1.8125962088981618}",25,0,-165.94173088795037,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
469,False,"{'a': 0.99, 'e': 1.7944702468091802}",35,21,-47.793350956796445,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
470,False,"{'a': 0.99, 'e': 1.7765255443410883}",25,0,-71.27212539293845,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
471,False,"{'a': 0.99, 'e': 1.7587602888976774}",25,12,-98.0260265770924,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 2}",1
472,False,"{'a': 0.99, 'e': 1.7411726860087007}",20,0,-106.03980801546822,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
473,False,"{'a': 0.99, 'e': 1.7237609591486136}",20,8,-74.07920072165551,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 1}",1
474,False,"{'a': 0.99, 'e': 1.7065233495571275}",20,0,-94.76833064981112,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
475,False,"{'a': 0.99, 'e': 1.6894581160615563}",25,0,-112.98566935588627,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
476,False,"{'a': 0.99, 'e': 1.6725635349009407}",30,0,-135.92905692085102,"{0: 15, 1: 4, 2: 9, 3: 2, 4: 0}",0
477,False,"{'a': 0.99, 'e': 1.6558378995519312}",20,5,-69.71693258663707,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
478,False,"{'a': 0.99, 'e': 1.639279520556412}",25,0,-166.39561549142277,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
479,False,"{'a': 0.99, 'e': 1.6228867253508479}",20,0,-64.16089315839993,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
480,False,"{'a': 0.99, 'e': 1.6066578580973394}",20,0,-27.878606750506137,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
481,False,"{'a': 0.99, 'e': 1.590591279516366}",25,0,-148.20389519061004,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
482,False,"{'a': 0.99, 'e': 1.5746853667212022}",25,0,-99.68730929146525,"{0: 13, 1: 8, 2: 3, 3: 0, 4: 1}",0
483,False,"{'a': 0.99, 'e': 1.5589385130539901}",25,0,-105.21750788269718,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
484,False,"{'a': 0.99, 'e': 1.5433491279234501}",20,0,-133.8295305026606,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
485,False,"{'a': 0.99, 'e': 1.5279156366442157}",20,0,-144.34209584871434,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
486,False,"{'a': 0.99, 'e': 1.5126364802777734}",20,0,-85.14517556007029,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
487,False,"{'a': 0.99, 'e': 1.4975101154749957}",25,0,-166.3777060216177,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
488,False,"{'a': 0.99, 'e': 1.4825350143202458}",20,0,-152.83954804248071,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
489,False,"{'a': 0.99, 'e': 1.4677096641770433}",25,0,-124.40433935405797,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
490,False,"{'a': 0.99, 'e': 1.4530325675352729}",20,0,-133.1343844834476,"{0: 8, 1: 7, 2: 3, 3: 0, 4: 2}",0
491,False,"{'a': 0.99, 'e': 1.43850224185992}",25,0,-146.74716153263702,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
492,False,"{'a': 0.99, 'e': 1.4241172194413207}",20,0,-44.39148886345326,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
493,False,"{'a': 0.99, 'e': 1.4098760472469076}",30,0,-169.0100097249141,"{0: 15, 1: 7, 2: 5, 3: 1, 4: 2}",0
494,False,"{'a': 0.99, 'e': 1.3957772867744385}",25,3,-74.62512071817673,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 0}",1
495,False,"{'a': 0.99, 'e': 1.381819513906694}",25,0,-158.52048827953152,"{0: 14, 1: 7, 2: 0, 3: 1, 4: 3}",0
496,False,"{'a': 0.99, 'e': 1.368001318767627}",20,0,-59.234758912400004,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
497,False,"{'a': 0.99, 'e': 1.3543213055799508}",30,4,-146.52756057814082,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 2}",1
498,False,"{'a': 0.99, 'e': 1.3407780925241513}",30,0,-182.48670933575377,"{0: 12, 1: 9, 2: 7, 3: 0, 4: 2}",0
499,False,"{'a': 0.99, 'e': 1.3273703115989097}",25,11,-62.427751882060484,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
500,False,"{'a': 0.99, 'e': 1.3140966084829206}",25,0,-166.10511632388835,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
501,False,"{'a': 0.99, 'e': 1.3009556423980915}",20,0,-117.39291769940078,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
502,False,"{'a': 0.99, 'e': 1.2879460859741105}",20,0,-41.31535480783272,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
503,False,"{'a': 0.99, 'e': 1.2750666251143694}",20,0,-162.56168716385673,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
504,False,"{'a': 0.99, 'e': 1.2623159588632258}",25,0,-159.8647882089008,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
505,False,"{'a': 0.99, 'e': 1.2496927992745934}",30,0,-150.39667819070422,"{0: 14, 1: 6, 2: 8, 3: 1, 4: 1}",0
506,False,"{'a': 0.99, 'e': 1.2371958712818474}",20,0,-117.08573517975948,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
507,False,"{'a': 0.99, 'e': 1.224823912569029}",30,0,-133.01995676949733,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
508,False,"{'a': 0.99, 'e': 1.2125756734433386}",25,0,-130.41614037309563,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
509,False,"{'a': 0.99, 'e': 1.200449916708905}",30,0,-160.86653723041104,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
510,False,"{'a': 0.99, 'e': 1.188445417541816}",20,0,-79.23005381773943,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
511,False,"{'a': 0.99, 'e': 1.1765609633663978}",30,9,-41.02551388057864,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 0}",1
512,False,"{'a': 0.99, 'e': 1.1647953537327338}",25,1,-51.50623189922621,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 0}",1
513,False,"{'a': 0.99, 'e': 1.1531474001954065}",30,0,-160.29810044768632,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
514,False,"{'a': 0.99, 'e': 1.1416159261934524}",20,0,-67.13266424554418,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
515,False,"{'a': 0.99, 'e': 1.1301997669315178}",30,0,-136.33948919029172,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
516,False,"{'a': 0.99, 'e': 1.1188977692622026}",20,15,-2.9600191735928636,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.99, 'e': 1.1077087915695807}",35,0,-193.64096655011872,"{0: 20, 1: 4, 2: 8, 3: 0, 4: 3}",0
518,False,"{'a': 0.99, 'e': 1.0966317036538848}",25,0,-114.11127118616662,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
519,False,"{'a': 0.99, 'e': 1.085665386617346}",20,0,-187.35402044244566,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
520,False,"{'a': 0.99, 'e': 1.0748087327511726}",20,0,-100.74018269234416,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
521,False,"{'a': 0.99, 'e': 1.064060645423661}",25,0,-108.84854789598965,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
522,False,"{'a': 0.99, 'e': 1.0534200389694244}",20,8,-47.135187061086405,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
523,False,"{'a': 0.99, 'e': 1.0428858385797302}",25,0,-133.29346543999128,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",1
524,False,"{'a': 0.99, 'e': 1.032456980193933}",20,1,-56.20233377506365,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
525,False,"{'a': 0.99, 'e': 1.0221324103919935}",20,0,-20.831073084807834,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
526,False,"{'a': 0.99, 'e': 1.0119110862880736}",25,0,-81.79830394134521,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
527,False,"{'a': 0.99, 'e': 1.001791975425193}",35,0,-277.1688804648026,"{0: 15, 1: 4, 2: 11, 3: 2, 4: 3}",0
528,False,"{'a': 0.99, 'e': 0.991774055670941}",20,0,-111.3158761465281,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
529,False,"{'a': 0.99, 'e': 0.9818563151142315}",25,0,-162.89427998367958,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
530,False,"{'a': 0.99, 'e': 0.9720377519630892}",20,0,-179.920775037072,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
531,False,"{'a': 0.99, 'e': 0.9623173744434582}",30,0,-161.0709668016275,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
532,False,"{'a': 0.99, 'e': 0.9526942006990237}",20,0,-45.23057475588344,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
533,False,"{'a': 0.99, 'e': 0.9431672586920334}",25,9,-42.91403693909775,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 0}",1
534,False,"{'a': 0.99, 'e': 0.9337355861051131}",25,0,-59.87873250609387,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
535,False,"{'a': 0.99, 'e': 0.924398230244062}",20,1,2.2619245554268925,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
536,False,"{'a': 0.99, 'e': 0.9151542479416214}",30,0,-100.06065066038806,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
537,False,"{'a': 0.99, 'e': 0.9060027054622052}",20,0,-118.53176907268019,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
538,False,"{'a': 0.99, 'e': 0.8969426784075831}",30,0,-53.241888533021005,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
539,False,"{'a': 0.99, 'e': 0.8879732516235073}",25,0,-171.52796358820228,"{0: 10, 1: 8, 2: 4, 3: 1, 4: 2}",0
540,False,"{'a': 0.99, 'e': 0.8790935191072722}",20,11,-22.83028884796072,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.99, 'e': 0.8703025839161994}",20,0,-102.85329336785594,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
542,False,"{'a': 0.99, 'e': 0.8615995580770374}",20,0,-38.00019992303835,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
543,False,"{'a': 0.99, 'e': 0.852983562496267}",30,0,-160.36105095668339,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
544,False,"{'a': 0.99, 'e': 0.8444537268713043}",25,0,-81.5762110751589,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
545,False,"{'a': 0.99, 'e': 0.8360091896025912}",20,0,-140.2298058217297,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
546,False,"{'a': 0.99, 'e': 0.8276490977065653}",30,0,-120.49307343304916,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
547,False,"{'a': 0.99, 'e': 0.8193726067294996}",25,11,-31.363593702953573,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 0}",1
548,False,"{'a': 0.99, 'e': 0.8111788806622047}",20,0,-84.78083347459594,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
549,False,"{'a': 0.99, 'e': 0.8030670918555827}",20,0,-140.92323423701362,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
550,False,"{'a': 0.99, 'e': 0.7950364209370269}",25,0,-97.32645807552885,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
551,False,"{'a': 0.99, 'e': 0.7870860567276566}",25,0,-109.94740799368316,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
552,False,"{'a': 0.99, 'e': 0.77921519616038}",25,0,-81.66161874041246,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
