trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.99, 'e': 31.7885418399575}",35,14,-71.90696660612747,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 1}",1
184,False,"{'a': 0.99, 'e': 31.470656421557923}",20,0,-35.34074148310349,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.99, 'e': 31.155949857342343}",20,0,-72.79799174017003,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
186,False,"{'a': 0.99, 'e': 30.84439035876892}",20,0,-61.262208203370015,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
187,False,"{'a': 0.99, 'e': 30.53594645518123}",20,9,-14.96753594872255,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.99, 'e': 30.230586990629416}",25,0,-239.93677047824448,"{0: 10, 1: 0, 2: 11, 3: 1, 4: 3}",0
189,False,"{'a': 0.99, 'e': 29.92828112072312}",30,0,-176.550014406993,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
190,False,"{'a': 0.99, 'e': 29.62899830951589}",20,0,-212.44960455775802,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
191,False,"{'a': 0.99, 'e': 29.33270832642073}",25,0,-87.8555480858883,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
192,False,"{'a': 0.99, 'e': 29.039381243156523}",30,0,-122.57022216212911,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
193,False,"{'a': 0.99, 'e': 28.748987430724956}",25,0,-91.12714681304527,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
194,False,"{'a': 0.99, 'e': 28.461497556417704}",20,4,-60.907188093125136,"{0: 9, 1: 5, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.99, 'e': 28.176882580853526}",25,0,-220.71122027069782,"{0: 12, 1: 1, 2: 7, 3: 2, 4: 3}",0
196,False,"{'a': 0.99, 'e': 27.895113755044992}",30,0,-156.2616753519879,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 2}",0
197,False,"{'a': 0.99, 'e': 27.616162617494542}",20,14,10.758196158417352,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.99, 'e': 27.340000991319595}",25,0,-22.138859918072765,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
199,False,"{'a': 0.99, 'e': 27.0666009814064}",20,0,-205.26739500449696,"{0: 8, 1: 0, 2: 9, 3: 0, 4: 3}",0
200,False,"{'a': 0.99, 'e': 26.795934971592335}",20,0,-68.76624373719619,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
201,False,"{'a': 0.99, 'e': 26.52797562187641}",25,0,-129.70428000257402,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
202,False,"{'a': 0.99, 'e': 26.262695865657648}",25,0,-99.66328652743795,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
203,False,"{'a': 0.99, 'e': 26.000068907001072}",30,0,-196.92412028768314,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
204,False,"{'a': 0.99, 'e': 25.74006821793106}",25,0,-129.51159705989946,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
205,False,"{'a': 0.99, 'e': 25.48266753575175}",30,0,-257.211260597801,"{0: 12, 1: 6, 2: 8, 3: 0, 4: 4}",0
206,False,"{'a': 0.99, 'e': 25.227840860394235}",20,1,-122.48591393971708,"{0: 8, 1: 1, 2: 9, 3: 0, 4: 1}",1
207,False,"{'a': 0.99, 'e': 24.975562451790292}",20,0,-136.25613877777232,"{0: 8, 1: 1, 2: 10, 3: 0, 4: 1}",0
208,False,"{'a': 0.99, 'e': 24.72580682727239}",25,0,-170.9901679002298,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
209,False,"{'a': 0.99, 'e': 24.478548758999665}",25,0,-110.02071425048449,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
210,False,"{'a': 0.99, 'e': 24.233763271409668}",25,0,-89.03507564219042,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
211,False,"{'a': 0.99, 'e': 23.99142563869557}",25,0,-106.00472085810792,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
212,False,"{'a': 0.99, 'e': 23.751511382308614}",25,0,-105.0791527821845,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
213,False,"{'a': 0.99, 'e': 23.513996268485528}",25,0,-80.04183171088701,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
214,False,"{'a': 0.99, 'e': 23.278856305800673}",25,0,-80.91308017797205,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
215,False,"{'a': 0.99, 'e': 23.046067742742665}",20,0,-82.31742762334336,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",1
216,False,"{'a': 0.99, 'e': 22.815607065315238}",20,0,-101.76075036057267,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
217,False,"{'a': 0.99, 'e': 22.587450994662085}",20,0,-33.288767864977835,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
218,False,"{'a': 0.99, 'e': 22.361576484715464}",30,0,-230.81015353028647,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 4}",0
219,False,"{'a': 0.99, 'e': 22.13796071986831}",25,0,-251.2014715440614,"{0: 13, 1: 0, 2: 6, 3: 2, 4: 4}",0
220,False,"{'a': 0.99, 'e': 21.916581112669625}",20,0,-72.8438950284659,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
221,False,"{'a': 0.99, 'e': 21.69741530154293}",20,0,-15.334205302458804,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
222,False,"{'a': 0.99, 'e': 21.4804411485275}",25,0,-144.24200036099347,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
223,False,"{'a': 0.99, 'e': 21.265636737042225}",25,0,-112.1191039603773,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
224,False,"{'a': 0.99, 'e': 21.052980369671804}",25,0,-62.009981051398164,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
225,False,"{'a': 0.99, 'e': 20.842450565975085}",35,26,11.77791568583882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 20.634026060315335}",20,0,-120.72588430399892,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
227,False,"{'a': 0.99, 'e': 20.427685799712183}",25,0,-40.86821708177012,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
228,False,"{'a': 0.99, 'e': 20.22340894171506}",25,0,-108.02424405984755,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
229,False,"{'a': 0.99, 'e': 20.02117485229791}",25,0,-36.65467944754931,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
230,False,"{'a': 0.99, 'e': 19.820963103774933}",20,0,-163.2921646767625,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
231,False,"{'a': 0.99, 'e': 19.622753472737184}",20,0,-78.27906256461488,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
232,False,"{'a': 0.99, 'e': 19.426525938009814}",30,0,-95.20734745403013,"{0: 22, 1: 5, 2: 1, 3: 0, 4: 2}",0
233,False,"{'a': 0.99, 'e': 19.232260678629714}",20,0,-176.45492641614868,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
234,False,"{'a': 0.99, 'e': 19.039938071843416}",20,0,-103.22783918966796,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
235,False,"{'a': 0.99, 'e': 18.84953869112498}",35,0,-54.94485634540621,"{0: 24, 1: 6, 2: 5, 3: 0, 4: 0}",0
236,False,"{'a': 0.99, 'e': 18.66104330421373}",25,0,-116.68325258441173,"{0: 13, 1: 2, 2: 8, 3: 2, 4: 0}",0
237,False,"{'a': 0.99, 'e': 18.474432871171594}",25,0,-198.64532959080293,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 3}",0
238,False,"{'a': 0.99, 'e': 18.289688542459878}",20,16,6.4582595363730535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.99, 'e': 18.106791657035277}",30,0,-128.5560100770318,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
240,False,"{'a': 0.99, 'e': 17.925723740464925}",20,0,-50.33885905595639,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
241,False,"{'a': 0.99, 'e': 17.746466503060276}",20,0,-147.6475330940919,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
242,False,"{'a': 0.99, 'e': 17.569001838029674}",20,0,-153.81804335362258,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
243,False,"{'a': 0.99, 'e': 17.393311819649377}",20,0,-186.9522239775249,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 3}",0
244,False,"{'a': 0.99, 'e': 17.219378701452882}",25,0,-96.98276395936443,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
245,False,"{'a': 0.99, 'e': 17.047184914438354}",20,0,-87.39967069236602,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
246,False,"{'a': 0.99, 'e': 16.87671306529397}",20,0,-130.74057549814526,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
247,False,"{'a': 0.99, 'e': 16.70794593464103}",30,0,-82.29001131753292,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
248,False,"{'a': 0.99, 'e': 16.54086647529462}",20,0,-46.5599830846971,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
249,False,"{'a': 0.99, 'e': 16.375457810541675}",20,0,-89.33695247136524,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
250,False,"{'a': 0.99, 'e': 16.211703232436257}",25,8,-25.28494264512418,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.99, 'e': 16.049586200111893}",20,0,-113.57581184725824,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
252,False,"{'a': 0.99, 'e': 15.889090338110774}",30,19,-1.6200949056005203,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.99, 'e': 15.730199434729666}",20,0,-39.12491619287913,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
254,False,"{'a': 0.99, 'e': 15.57289744038237}",25,0,-43.900519902354496,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
255,False,"{'a': 0.99, 'e': 15.417168465978547}",25,0,-178.4271575376998,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
256,False,"{'a': 0.99, 'e': 15.26299678131876}",20,0,-40.37210831067089,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
257,False,"{'a': 0.99, 'e': 15.110366813505573}",30,0,-117.89649791278856,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
258,False,"{'a': 0.99, 'e': 14.959263145370517}",25,0,-163.27510966889415,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
259,False,"{'a': 0.99, 'e': 14.809670513916812}",20,0,-89.62955266125977,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
260,False,"{'a': 0.99, 'e': 14.661573808777643}",25,0,-177.57952729733242,"{0: 10, 1: 7, 2: 5, 3: 1, 4: 2}",0
261,False,"{'a': 0.99, 'e': 14.514958070689866}",25,0,-95.17713072593983,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
262,False,"{'a': 0.99, 'e': 14.369808489982967}",20,0,-127.20104774823636,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
263,False,"{'a': 0.99, 'e': 14.226110405083137}",20,0,-156.15176695658954,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
264,False,"{'a': 0.99, 'e': 14.083849301032306}",30,0,-212.005327953009,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
265,False,"{'a': 0.99, 'e': 13.943010808021983}",20,3,-223.1780196182802,"{0: 6, 1: 2, 2: 4, 3: 1, 4: 4}",1
266,False,"{'a': 0.99, 'e': 13.803580699941763}",20,0,-115.59433553312375,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
267,False,"{'a': 0.99, 'e': 13.665544892942346}",25,0,-150.0628400356661,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
268,False,"{'a': 0.99, 'e': 13.528889444012924}",20,0,-87.06150807806168,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
269,False,"{'a': 0.99, 'e': 13.393600549572794}",25,0,-121.12069291886648,"{0: 11, 1: 4, 2: 9, 3: 1, 4: 0}",0
270,False,"{'a': 0.99, 'e': 13.259664544077065}",25,0,-51.61043598214444,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
271,False,"{'a': 0.99, 'e': 13.127067898636295}",20,0,-17.68722160233424,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
272,False,"{'a': 0.99, 'e': 12.995797219649932}",20,0,-63.281455412915655,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
273,False,"{'a': 0.99, 'e': 12.865839247453431}",30,0,-138.672906927715,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
274,False,"{'a': 0.99, 'e': 12.737180854978897}",30,0,-225.70295408274856,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
275,False,"{'a': 0.99, 'e': 12.609809046429108}",25,0,-179.2481250598283,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
276,False,"{'a': 0.99, 'e': 12.483710955964817}",25,0,-101.3255400657789,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
277,False,"{'a': 0.99, 'e': 12.358873846405169}",20,0,-54.47730817756882,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
278,False,"{'a': 0.99, 'e': 12.235285107941117}",20,0,-101.75535281142699,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
279,False,"{'a': 0.99, 'e': 12.112932256861706}",25,0,-35.5392512772494,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
280,False,"{'a': 0.99, 'e': 11.991802934293089}",20,0,-84.4053269229701,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
281,False,"{'a': 0.99, 'e': 11.871884904950157}",25,0,-143.35740336044674,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
282,False,"{'a': 0.99, 'e': 11.753166055900655}",20,6,-63.38798934874457,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
283,False,"{'a': 0.99, 'e': 11.635634395341649}",20,0,-80.50235164142155,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
284,False,"{'a': 0.99, 'e': 11.519278051388232}",25,0,-97.4741772543596,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
285,False,"{'a': 0.99, 'e': 11.404085270874349}",25,0,-74.98345375891971,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
286,False,"{'a': 0.99, 'e': 11.290044418165605}",30,0,-200.35913288025336,"{0: 15, 1: 4, 2: 8, 3: 0, 4: 3}",1
287,False,"{'a': 0.99, 'e': 11.177143973983949}",25,0,-190.58574813257997,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
288,False,"{'a': 0.99, 'e': 11.065372534244108}",25,0,-27.41005096600601,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
289,False,"{'a': 0.99, 'e': 10.954718808901667}",25,0,-142.29137292352567,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
290,False,"{'a': 0.99, 'e': 10.84517162081265}",25,5,-85.83440879438216,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",1
291,False,"{'a': 0.99, 'e': 10.736719904604524}",25,0,-165.7407298250764,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
292,False,"{'a': 0.99, 'e': 10.629352705558478}",30,0,-63.56233323295106,"{0: 23, 1: 5, 2: 0, 3: 1, 4: 1}",0
293,False,"{'a': 0.99, 'e': 10.523059178502894}",25,11,-60.65439428040771,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
294,False,"{'a': 0.99, 'e': 10.417828586717865}",30,0,-226.464960543978,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
295,False,"{'a': 0.99, 'e': 10.313650300850687}",20,0,-141.50089193272203,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
296,False,"{'a': 0.99, 'e': 10.21051379784218}",25,0,-108.85445740569071,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
297,False,"{'a': 0.99, 'e': 10.108408659863759}",20,0,-113.92392748665017,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
298,False,"{'a': 0.99, 'e': 10.007324573265121}",25,0,-178.73017056168993,"{0: 13, 1: 6, 2: 2, 3: 1, 4: 3}",0
299,False,"{'a': 0.99, 'e': 9.90725132753247}",25,0,-97.71543129305563,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
300,False,"{'a': 0.99, 'e': 9.808178814257145}",30,0,-81.8086229080888,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
301,False,"{'a': 0.99, 'e': 9.710097026114573}",20,0,-57.62877038297937,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
302,False,"{'a': 0.99, 'e': 9.612996055853428}",20,10,-70.69617583076621,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
303,False,"{'a': 0.99, 'e': 9.516866095294894}",20,0,-121.44488870616274,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
304,False,"{'a': 0.99, 'e': 9.421697434341946}",20,0,-117.29032125670396,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
305,False,"{'a': 0.99, 'e': 9.327480459998526}",20,0,-123.55581428707644,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
306,False,"{'a': 0.99, 'e': 9.23420565539854}",20,0,-173.14177843677052,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
307,False,"{'a': 0.99, 'e': 9.141863598844555}",20,5,-37.60040462039683,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 0}",1
308,False,"{'a': 0.99, 'e': 9.05044496285611}",25,0,-112.47496107820203,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
309,False,"{'a': 0.99, 'e': 8.959940513227549}",20,0,-151.79873002051085,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
310,False,"{'a': 0.99, 'e': 8.870341108095273}",25,0,-115.82131068703346,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
311,False,"{'a': 0.99, 'e': 8.78163769701432}",25,0,-100.14937871489167,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",1
312,False,"{'a': 0.99, 'e': 8.693821320044176}",20,0,-126.7278074091722,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
313,False,"{'a': 0.99, 'e': 8.606883106843734}",25,0,-165.71753662849727,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
314,False,"{'a': 0.99, 'e': 8.520814275775296}",30,0,-174.19696053826084,"{0: 17, 1: 6, 2: 4, 3: 0, 4: 3}",0
315,False,"{'a': 0.99, 'e': 8.435606133017542}",25,0,-241.10980955670283,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
316,False,"{'a': 0.99, 'e': 8.351250071687366}",30,0,-148.35438942200363,"{0: 18, 1: 5, 2: 3, 3: 2, 4: 2}",0
317,False,"{'a': 0.99, 'e': 8.267737570970493}",25,0,-174.34208852267787,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
318,False,"{'a': 0.99, 'e': 8.185060195260787}",20,0,-92.04261085991291,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
319,False,"{'a': 0.99, 'e': 8.10320959330818}",20,0,-144.3691079508851,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
320,False,"{'a': 0.99, 'e': 8.022177497375097}",25,0,-169.12152814412946,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
321,False,"{'a': 0.99, 'e': 7.941955722401346}",35,5,-155.58114206453996,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",1
322,False,"{'a': 0.99, 'e': 7.862536165177333}",25,0,-15.647762164917058,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
323,False,"{'a': 0.99, 'e': 7.7839108035255595}",20,0,-86.1006629746166,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
324,False,"{'a': 0.99, 'e': 7.706071695490304}",20,0,-209.0312666221415,"{0: 9, 1: 5, 2: 1, 3: 1, 4: 4}",0
325,False,"{'a': 0.99, 'e': 7.629010978535401}",20,14,-31.66525857555979,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.99, 'e': 7.552720868750047}",25,0,-117.40125467875161,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
327,False,"{'a': 0.99, 'e': 7.477193660062547}",30,0,-149.7113032152187,"{0: 19, 1: 0, 2: 9, 3: 0, 4: 2}",0
328,False,"{'a': 0.99, 'e': 7.402421723461921}",25,0,-65.31489059364104,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
329,False,"{'a': 0.99, 'e': 7.328397506227302}",20,0,-115.75955217203365,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
330,False,"{'a': 0.99, 'e': 7.255113531165029}",25,0,-96.89770836860346,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
331,False,"{'a': 0.99, 'e': 7.182562395853378}",20,0,-65.03172339695521,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
332,False,"{'a': 0.99, 'e': 7.110736771894844}",25,12,-48.3548110264161,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
333,False,"{'a': 0.99, 'e': 7.039629404175896}",30,0,-125.36099335290741,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
334,False,"{'a': 0.99, 'e': 6.969233110134137}",25,0,-71.2470882732743,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
335,False,"{'a': 0.99, 'e': 6.899540779032796}",25,0,-41.70682753063836,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
336,False,"{'a': 0.99, 'e': 6.830545371242468}",25,0,-213.293661755284,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
337,False,"{'a': 0.99, 'e': 6.762239917530043}",25,0,-82.77317668886239,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
338,False,"{'a': 0.99, 'e': 6.694617518354742}",25,0,-177.47321320475743,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
339,False,"{'a': 0.99, 'e': 6.627671343171195}",20,0,-59.334505393053774,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
340,False,"{'a': 0.99, 'e': 6.561394629739483}",25,0,-117.05477644975598,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
341,False,"{'a': 0.99, 'e': 6.495780683442088}",20,0,-35.41158538302721,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
342,False,"{'a': 0.99, 'e': 6.4308228766076665}",30,0,-120.5797388854975,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
343,False,"{'a': 0.99, 'e': 6.36651464784159}",20,0,-82.7940737511856,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
344,False,"{'a': 0.99, 'e': 6.302849501363173}",20,0,-127.95292610325717,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
345,False,"{'a': 0.99, 'e': 6.239821006349541}",20,3,-55.50392456036286,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 0}",1
346,False,"{'a': 0.99, 'e': 6.177422796286046}",25,8,-166.9648228523854,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 4}",1
347,False,"{'a': 0.99, 'e': 6.115648568323185}",25,0,-128.21853083697624,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
348,False,"{'a': 0.99, 'e': 6.054492082639953}",25,0,-68.83584902481627,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
349,False,"{'a': 0.99, 'e': 5.993947161813554}",25,0,-85.81190175914648,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
350,False,"{'a': 0.99, 'e': 5.934007690195418}",25,0,-53.7797312085163,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
351,False,"{'a': 0.99, 'e': 5.8746676132934645}",20,0,-125.248367915446,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
352,False,"{'a': 0.99, 'e': 5.81592093716053}",30,14,-91.75512110022987,"{0: 7, 1: 3, 2: 5, 3: 0, 4: 1}",1
353,False,"{'a': 0.99, 'e': 5.757761727788925}",25,0,-133.55564870984824,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
354,False,"{'a': 0.99, 'e': 5.700184110511035}",25,0,-56.45733018652097,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
355,False,"{'a': 0.99, 'e': 5.643182269405925}",20,0,-170.61971668978154,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
356,False,"{'a': 0.99, 'e': 5.586750446711865}",20,0,-101.84619252110654,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
357,False,"{'a': 0.99, 'e': 5.530882942244746}",20,0,-60.01107204222453,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
358,False,"{'a': 0.99, 'e': 5.475574112822299}",30,0,-146.50886326958323,"{0: 15, 1: 7, 2: 5, 3: 2, 4: 1}",0
359,False,"{'a': 0.99, 'e': 5.420818371694076}",20,0,-151.1120661201346,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 4}",0
360,False,"{'a': 0.99, 'e': 5.366610187977135}",25,0,-162.09356398810544,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
361,False,"{'a': 0.99, 'e': 5.312944086097364}",25,0,-62.146924459111986,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
362,False,"{'a': 0.99, 'e': 5.25981464523639}",25,13,-46.51712169497129,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
363,False,"{'a': 0.99, 'e': 5.207216498784026}",25,0,-187.2629900777953,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
364,False,"{'a': 0.99, 'e': 5.155144333796186}",20,0,-73.16732603528119,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
365,False,"{'a': 0.99, 'e': 5.103592890458224}",20,0,-59.74011993570588,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
366,False,"{'a': 0.99, 'e': 5.052556961553642}",20,0,-180.58784483513108,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
367,False,"{'a': 0.99, 'e': 5.002031391938106}",20,0,-98.91731412925309,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
368,False,"{'a': 0.99, 'e': 4.9520110780187245}",25,0,-46.28203551262132,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
